Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-004255,2018-01,01/26/2018 11:30,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2221,KEOKUK ST,18, , ,2221,KEOKUK,898573.7,1001749
18-004159,2018-01,01/26/2018 11:40,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,198,HUMBOLDT AVE,79, , , , ,901069.1,1044169
18-004155,2018-01,01/26/2018 11:45,Y, , ,1, ,161000,5,PROSTITUTION,5606,DR MARTIN LUTHER KING DR,78, , , , ,884045.1,1032937
18-004169,2018-01,01/26/2018 12:12,Y, , ,1, ,161000,5,PROSTITUTION,5706,DR MARTIN LUTHER KING DR,78, , , , ,883592.9,1033260
18-004165,2018-01,01/26/2018 12:29,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1720,MARKET ST,36,POST OFFICE, , , ,904195.4,1017639
18-004167,2018-01,01/26/2018 12:31,Y, , ,1, , 51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5008,S 37TH ST,16, , ,5008,37TH,890961.8,997996.5
18-004183,2018-01,01/26/2018 12:37,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4021,NEBRASKA AVE,16, , ,4000,PENNSYLVANIA,895967.7,1001152
18-004170,2018-01,01/26/2018 13:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / MADISON ST,63, , , , ,908505,1024640
18-004480,2018-01,01/26/2018 13:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 14TH ST / DELMAR BLVD,36, , ,701,15TH,906380.6,1019734
18-004179,2018-01,01/26/2018 13:50,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,1308,BIDDLE ST,61, , ,1308,BIDDLE,906894.8,1020971
18-004195,2018-01,01/26/2018 14:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,BATES / S. BROADWAY,1, , ,6341,NOTTINGHAM,0,0
18-005225,2018-01,01/26/2018 14:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4015,MCPHERSON AVE,38, ,@METRO HIGH SCHOOL,4015,MCPHERSON,893477.8,1022381
18-004184,2018-01,01/26/2018 14:05,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5900,LILLIAN AVE,76, , , , ,888721.9,1043699
18-004184,2018-01,01/26/2018 14:05,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5900,LILLIAN AVE,76, , , , ,888721.9,1043699
18-004184,2018-01,01/26/2018 14:05,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5900,LILLIAN AVE,76, , , , ,888721.9,1043699
18-004184,2018-01,01/26/2018 14:05,Y, , ,1, , 41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,5900,LILLIAN AVE,76, , , , ,888721.9,1043699
18-004184,2018-01,01/26/2018 14:05,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5900,LILLIAN AVE,76, , , , ,888721.9,1043699
18-004184,2018-01,01/26/2018 14:05,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5900,LILLIAN AVE,76, , , , ,888721.9,1043699
18-004184,2018-01,01/26/2018 14:05,Y, , ,1, , 41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,5900,LILLIAN AVE,76, , , , ,888721.9,1043699
18-004188,2018-01,01/26/2018 14:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4456,ASHLAND AVE,56, ,PARKED ON STREET,4456,ASHLAND,894434.3,1032261
18-004193,2018-01,01/26/2018 14:15,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,1000,WASHINGTON AVE,35,DAPPER GENTS, ,1000,WASHINGTON,907483,1018737
18-004181,2018-01,01/26/2018 14:15,Y, , ,1, ,161000,5,PROSTITUTION,1400,BELT AVE,78, , , , ,884755.1,1031313
18-004175,2018-01,01/26/2018 14:18,Y, , ,1, ,183400,4,DRUGS-SALE/MARIJUANA,300,S 18TH ST,36, ,@METROLINK - UNION STATION,919,JEFFERSON,903924.3,1017158
18-004832,2018-01,01/26/2018 14:22,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4053,WINNEBAGO ST,15, , ,4053,WINNEBAGO,889729.8,1004404
18-004192,2018-01,01/26/2018 14:43,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,981,S SKINKER BLVD,44,AAMCO, , , ,875914.1,1019455
18-004339,2018-01,01/26/2018 14:55,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5711,SAINT LOUIS AVE,50, , ,5709,ST LOUIS,885238.1,1036207
18-004352,2018-01,01/26/2018 15:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4141,HOLLY HILLS AVE,5, , ,4141,HOLLY HILLS,885339.4,996268.6
18-004191,2018-01,01/26/2018 15:00,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5847,SALOMA AVE,72, , ,5847,SALOMA,889028.1,1043365
18-004303,2018-01,01/26/2018 15:00,Y, , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,3112,ROLLA PL,56, , ,3112,ROLLA,896689.4,1030689
18-004189,2018-01,01/26/2018 15:13,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,1400,N GRAND BLVD,59, , ,1400,GRAND,898337.4,1024456
18-004196,2018-01,01/26/2018 15:45,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,4038,N GRAND BLVD,67,DOLLAR GENERAL,DOLLAR GENERAL,4038,GRAND,901867.4,1030898
18-004224,2018-01,01/26/2018 15:45,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3621,NEBRASKA AVE,19, , ,3621,NEBRASKA,896379.2,1003761
18-004206,2018-01,01/26/2018 16:00,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,6388,STRATFORD AVE,70,JOB CORPS, ,6388,STRATFORD,886701.3,1043029
18-004203,2018-01,01/26/2018 16:00,Y, , ,1, , 91124,3,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",1111,S TUCKER BLVD,34, , ,1221,10TH,905417,1013957
18-005309,2018-01,01/26/2018 16:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",5030,LEXINGTON AVE,52, ,@LEXINGTON SCHOOL, , ,890302,1034607
18-004205,2018-01,01/26/2018 16:19,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,5534,CLEMENS AVE,48, , ,5534,CLEMENS,883036.1,1027667
18-004199,2018-01,01/26/2018 16:25,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S BOYLE AVE / I 64 WESTBOUND,38, , , , ,890669.7,1018823
18-004488,2018-01,01/26/2018 16:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 21ST ST / ST CHARLES ST,36, , , , ,903266.5,1019788
18-004207,2018-01,01/26/2018 16:30,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,931,GOODFELLOW BLVD,48, , ,1015,GOODFELLOW,881249.1,1029341
18-004212,2018-01,01/26/2018 16:50,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,34,N EUCLID AVE,38, ,1764 PUBLIC HOUSE,34,EUCLID,888252.8,1022456
18-004540,2018-01,01/26/2018 17:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,711,N 13TH ST,36, , , , ,906707.7,1019295
18-005028,2018-01,01/26/2018 17:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5460,DELMAR BLVD,47,DELHAVEN NURSING, ,5460,DELMAR,883471,1026678
18-004376,2018-01,01/26/2018 17:42,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3817,DUNNICA AVE,16, , ,3817,DUNNICA,891523.1,1003134
18-004621,2018-01,01/26/2018 18:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4400,ARSENAL ST,15, ,APT 2E,4400,ARSENAL,887903.4,1009169
18-004335,2018-01,01/26/2018 18:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2601,N 14TH ST,63, , ,2601,14TH,906684.5,1025591
18-004221,2018-01,01/26/2018 18:35,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3642,MONTANA ST,16, , ,3642,MONTANA,892740.9,1001308
18-004240,2018-01,01/26/2018 18:47,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4557,GRAVOIS AVE,5, , ,4557,GRAVOIS,887794.5,1001751
18-004465,2018-01,01/26/2018 19:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",3951,ST LOUIS AVE,56, , ,3965,ST LOUIS,897845.4,1028977
18-004327,2018-01,01/26/2018 19:15,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,811,N 9TH ST,35,C-9 PARKING GARAGE, ,811,9TH,908092,1019473
18-004314,2018-01,01/26/2018 19:30,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,1410,OHIO AVE,31, ,APT 109,1410,OHIO,899701.4,1014582
18-004309,2018-01,01/26/2018 19:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3953,THOLOZAN AVE,15, , ,3953,THOLOZAN,890645.4,1004610
18-004314,2018-01,01/26/2018 19:30, , , ,-1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,1410,OHIO AVE,31, ,APT 109,1410,OHIO,899701.4,1014582
18-004248,2018-01,01/26/2018 20:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,900,CONVENTION PZ,35, , , , ,908133.3,1019256
18-004362,2018-01,01/26/2018 20:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1227,N LEONARD AVE,77,RENAISSANCE PLACE AT GRAND,RENAISSANCE PLACE AT GRAND,1227,LEONARD,898774.2,1023684
18-004226,2018-01,01/26/2018 20:10,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1444,KEALTY LN,33, , ,1444,KEALTY,904285,1014042
18-004976,2018-01,01/26/2018 20:10,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1444,KEALTY LN,33, , ,1444,KEALTY,904285,1014042
18-004236,2018-01,01/26/2018 20:18,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,5489,ARLINGTON AVE,71, , ,5489,ARLINGTON,894193.5,1042571
18-004319,2018-01,01/26/2018 20:30,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4657,ALEXANDER ST,5, , ,4657,ALEXANDER,888848.8,1000067
18-004235,2018-01,01/26/2018 20:50,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,FYLER AVE / HAMPTON AVE,14, , , , ,879701.6,1008087
18-004231,2018-01,01/26/2018 20:52,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,3925,LINDELL BLVD,38, , ,3925,LINDELL,894199,1021580
18-004233,2018-01,01/26/2018 20:52,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / WASHINGTON AV,35, ,@I 44 WESTBOUND / WASHINGTON AVE ALI, , ,909886.5,1018271
18-004239,2018-01,01/26/2018 20:55,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 14TH ST / SALISBURY ST,65, , , , ,906199.4,1029838
18-004239,2018-01,01/26/2018 20:55,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 14TH ST / SALISBURY ST,65, , , , ,906199.4,1029838
18-004228,2018-01,01/26/2018 20:56,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,E CARRIE AVE / MCKISSOCK AVE,79, , , , ,901767.5,1039392
18-004374,2018-01,01/26/2018 21:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4022,COOK AVE,58, , ,4022,COOK,895052.8,1025201
18-004377,2018-01,01/26/2018 21:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1000,N 19TH ST,61, , ,1000,19TH,904464.4,1021061
18-004242,2018-01,01/26/2018 21:15,Y, , ,1, , 51212,4,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,1433,N 8TH ST,62,CAMBRIDGE HEIGHTS, ,1433,8TH,909212.8,1022017
18-004640,2018-01,01/26/2018 21:20,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5889,THEODOSIA AVE,50, , ,5889,THEODOSIA,882604.3,1034515
18-004241,2018-01,01/26/2018 21:40,Y, , ,1, ,183250,4,DRUGS-SALE/COCAINE,1000,N 14TH ST,61, , ,1000,14TH,906801.9,1020640
18-005298,2018-01,01/26/2018 22:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4805,CUPPLES PL,55, , ,4805,CUPPLES,890821.9,1031672
18-004244,2018-01,01/26/2018 22:20,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,721,N TUCKER BLVD,36, , ,721,TUCKER,906857.6,1019492
18-004587,2018-01,01/26/2018 22:30,Y, , ,1, , 71040,4,AUTO THEFT-PERM RETNT/ATTEMPT,800,MARKET ST,35, ,@BANK OF AMERICA PZ,800,MARKET,907607,1016897
18-004286,2018-01,01/26/2018 23:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3432,OAK HILL AVE,15, , ,3432,OAK HILL,889871.4,1005776
18-004454,2018-01,01/26/2018 23:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5195,MAPLE AVE,51, , ,5195,MAPLE,886128.4,1029195
18-004307,2018-01,01/26/2018 23:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1305,LOUISVILLE AVE,44, , ,1305,LOUISVILLE,877900.6,1017351
18-004251,2018-01,01/26/2018 23:50,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,0,S GRAND BLVD / RUSSELL BLVD,26,CITY STREET,CITY STREET, , ,894541,1012354
18-004499,2018-01,01/27/2017 19:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3506,SULLIVAN AVE,59, ,REAR,3506,SULLIVAN,900718.3,1028458
18-004268,2018-01,01/27/2018 00:01,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3858,MARKET ST,37, ,@BAR- JJS CLUBHOUSE,3858,MARKET,893758.4,1018954
18-004620,2018-01,01/27/2018 00:01,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,6600,PARKWOOD PL,4, , ,6600,PARKWOOD,884112,995991.3
18-004249,2018-01,01/27/2018 00:02,Y, , ,1, ,250000,4,LOITERING-BEGGING,911,WASHINGTON AVE,35, , , , ,907862.8,1018911
18-004318,2018-01,01/27/2018 00:05,Y, , ,1, , 72130,2,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,0,MACKLIND AVE / MARQUETTE AVE,14, , ,3425,MACKLIND,882441.4,1006584
18-004580,2018-01,01/27/2018 00:30,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4212,W LEXINGTON AVE,56, , ,4212,LEXINGTON,896094.5,1031811
18-004256,2018-01,01/27/2018 00:34,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,3601,S JEFFERSON AVE,19, , ,3600,JEFFERSON,898340.1,1003643
18-004257,2018-01,01/27/2018 00:40,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,0,HALL ST / HUMBOLDT AVE,79, ,@ RIVERFRONT TRAIL, , ,900362.8,1043709
18-004257,2018-01,01/27/2018 00:40, , , ,-1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,0,HALL ST / HUMBOLDT AVE,79, ,@ RIVERFRONT TRAIL, , ,900362.8,1043709
18-004253,2018-01,01/27/2018 00:44,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,701,CLARK AVE,35, ,BUSCH STADIUM, , ,907623,1016269
18-004280,2018-01,01/27/2018 00:45,Y, , ,1, ,211000,2,DUI-DRVING WHILE INTOXICATED,0,I 64 WESTBOUND / S KINGSHIGHWA,40, , , , ,887188.9,1018808
18-004725,2018-01,01/27/2018 01:15,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,704,DICKSON ST,62, , ,1467,PEABODY,908791.8,1021754
18-004265,2018-01,01/27/2018 01:22,Y, , ,1, , 10000,5,HOMICIDE,3351,GOODFELLOW BLVD,50, , ,5830,SELBER,885193.6,1037577
18-004637,2018-01,01/27/2018 01:39,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5318,NORTHLAND AVE,50, , ,5318,NORTHLAND,887387.8,1033420
18-004266,2018-01,01/27/2018 01:44,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,9102,HALLS FERRY RD,74, ,@BP - HALLS FERRY, , ,894283.2,1052351
18-004263,2018-01,01/27/2018 01:56,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3858,MARKET ST,37, ,@BAR- JJS CLUBHOUSE,3858,MARKET,893758.4,1018954
18-004432,2018-01,01/27/2018 02:00,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,3100,MOUNT PLEASANT ST,17, , ,3100,MOUNT PLEASANT,0,0
18-004264,2018-01,01/27/2018 02:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,CORA AVE / DR MARTIN LUTHER KI,54, , , , ,891111.3,1029046
18-004661,2018-01,01/27/2018 02:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,S BROADWAY / CERRE ST,35, , , , ,908252.1,1014911
18-004653,2018-01,01/27/2018 02:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2827,CHEROKEE ST,19, , ,2827,CHEROKEE,897136.5,1005347
18-004270,2018-01,01/27/2018 02:45,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5453,ENRIGHT AVE,49, , ,5453,ENRIGHT,883656.4,1027411
18-004278,2018-01,01/27/2018 02:59,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2831,TEXAS AVE,30, , ,2831,TEXAS,898777.1,1008382
18-004608,2018-01,01/27/2018 03:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5434,DELOR ST,7, , ,5434,DELOR,881307.7,1001290
18-004272,2018-01,01/27/2018 03:20,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1916,HEBERT ST,63, , , , ,905761.8,1027212
18-004269,2018-01,01/27/2018 03:24,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1612,LUCAS AVE,36, ,APT 208,1612,LUCAS,905290.7,1019635
18-004274,2018-01,01/27/2018 03:50,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,4060,PHILLIPS AVE,15,ALLEY,ALLEY, , ,889756,1003886
18-004279,2018-01,01/27/2018 04:10,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3233,S KINGSHIGHWAY BLVD,14,NEIGHBORHOOD CAR WASH, ,3233,KINGSHIGHWAY,885854.4,1007968
18-004277,2018-01,01/27/2018 04:32,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4821,OLEATHA AVE,15, , ,4821,OLEATHA,886065.3,1005887
18-004284,2018-01,01/27/2018 05:30,Y, , ,1, , 43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,0,N GRAND BLVD / PAGE BLVD,77, ,METRO BUS STOP, , ,898094.5,1024134
18-004285,2018-01,01/27/2018 05:35,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8547,RIVERVIEW BLVD,73, , ,8547,RIVERVIEW,893479.8,1048790
18-004287,2018-01,01/27/2018 05:45,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,6160,NORTH POINTE BLVD,73, , ,6160,NORTH POINTE,890451.8,1048558
18-004324,2018-01,01/27/2018 05:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,200,S TUCKER BLVD,35, ,@CJC,200,TUCKER,906343.9,1016785
18-004288,2018-01,01/27/2018 05:45,Y, , ,1, , 69703,3,LARCENY-ALL OTH/FRM PRSN/UNDER $500,2604,S COMPTON AVE,25, , ,2604,COMPTON,896217.3,1009967
18-004296,2018-01,01/27/2018 06:30,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4041,BLOW ST,4,RESIDENCE,RESIDENCE,4037,BLOW,884762.4,993832.3
18-004291,2018-01,01/27/2018 06:39,Y, , ,1, , 69711,6,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,6500,HALL ST,79, ,@AMEREN- 38,6500,HALL,905021.7,1039346
18-004476,2018-01,01/27/2018 06:50,Y, , ,1, , 51112,4,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,800,WASHINGTON AVE,35,MARRIOTT ST LOUIS GRAND, ,2205, ,0,0
18-004292,2018-01,01/27/2018 07:00,Y, , ,1, , 63601,2,"LARCENY-SHOPLIFT $500 - $24,999",7339,GRAVOIS AVE,88,WALGREENS,@WALGREENS - GRAVOIS AND HAMPTON,7339,GRAVOIS,878828.2,994423.4
18-004934,2018-01,01/27/2018 07:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7339,GRAVOIS AVE,88,WALGREENS, ,7339,GRAVOIS,878828.2,994423.4
18-004320,2018-01,01/27/2018 07:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,530,LUCAS AVE,35, ,STREET/SIDEWALK,601,WASHINGTON,909402.8,1018714
18-004297,2018-01,01/27/2018 07:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5655,KINGSBURY AVE,47, , ,5655,KINGSBURY,881981.5,1026014
18-004849,2018-01,01/27/2018 07:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1543,LASALLE LN,33, , ,4607,LOUISIANA,903933.4,1014272
18-004295,2018-01,01/27/2018 07:56,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,BELLERIVE BLVD / S BROADWAY,1, , , , ,893892.9,993300.5
18-004814,2018-01,01/27/2018 08:30,Y, , ,1, , 92000,3,SIMPLE ASSAULT-HARRASSMENT,2719,PARK AVE,31, , ,2719,PARK,899590.4,1014281
18-004659,2018-01,01/27/2018 09:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3168,ARKANSAS AVE,25, , ,3168,ARKANSAS,894431.7,1007420
18-004846,2018-01,01/27/2018 09:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",3836,FOLSOM AVE,29, , ,3836,FOLSOM,893520.8,1014715
18-004308,2018-01,01/27/2018 09:35,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1205,S 14TH ST,33, , ,1205,14TH,904476.4,1013699
18-004840,2018-01,01/27/2018 09:35,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1205,S 14TH,33, , ,1205,S 14TH,0,0
18-004322,2018-01,01/27/2018 09:40,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3834,COTE BRILLIANTE AVE,59,GOODFELLOW AUTO SLAES,GOODFELLOW AUTO SALES,3834,COTE BRILLIANTE,897223,1026176
18-004361,2018-01,01/27/2018 09:45,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,500,PINE ST,35,KEINER EAST GARAGE,3RD FLOOR,500,PINE,908732.9,1017197
18-004311,2018-01,01/27/2018 09:51,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3518,S GRAND BLVD,25, , , , ,893530.5,1004900
18-004310,2018-01,01/27/2018 09:55,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / ITASKA ST,5, , ,4660,GRAVOIS,887297.4,1001087
18-004323,2018-01,01/27/2018 10:00,Y, , ,1, , 51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5753,MAFFITT AVE,50, , ,5753,MAFFITT,884422.9,1035641
18-004315,2018-01,01/27/2018 10:15,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,5011,PLOVER AVE,72, , ,5011,PLOVER,890534,1042812
18-004321,2018-01,01/27/2018 10:50,Y, , ,1, , 43022,4,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE,1425,E GRAND BLVD,66, , ,1425,GRAND,904383.9,1033843
18-004321,2018-01,01/27/2018 10:50,Y, , ,1, , 43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,1425,E GRAND BLVD,66, , ,1425,GRAND,904383.9,1033843
18-004328,2018-01,01/27/2018 11:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,UNION BLVD / VERNON AVE,51, , , , ,885230.7,1028716
18-004354,2018-01,01/27/2018 11:15,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 9TH ST / CONVENTION PZ,35, , , , ,908133.3,1019256
18-004385,2018-01,01/27/2018 11:30,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3525,CHEROKEE ST,25, , ,3525,CHEROKEE,893830.3,1005841
18-004338,2018-01,01/27/2018 11:40,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4877,BESSIE AVE,69, , , , ,893374.8,1036987
18-004338,2018-01,01/27/2018 11:40,Y, , ,1, , 41016,6,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,4877,BESSIE AVE,69, , , , ,893374.8,1036987
